	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX6747269	13759950	10000332	187321	441195	0	0	0	0	0	0	0	0	0	2821818	300924	8360	72.67709548	13759950	13318755	96.79	441195	3.21	SRX6747269_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13759950	0	20-40	62	24.49266141	39.40336622	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	13772924	3103007	13772924	550916960	4086153	542311473	1.562029784			0.5429	0.102	0.3551
SRX6747953	22313299	619422	19540256	1457127	0	0	0	0	0	0	0	0	0	618855	76975	664	2.7760216	22313299	20856172	93.47	1457127	6.53	SRX6747953_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22313299	0	20-75	53	12.61105073	73.48545108	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	22341059	8658393	22341059	1675579425	2222860	1655920532	1.173259394			0.2629	0.7237	0.0134
SRX6747954	22777600	754350	19674831	1567423	0	0	0	0	0	0	0	0	0	689735	90355	906	3.311806336	22777600	21210177	93.12	1567423	6.88	SRX6747954_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22777600	0	20-75	53	13.07985161	73.4690935	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	22814177	8845803	22814177	1711063275	2343110	1690001275	1.230930516			0.2619	0.7238	0.0143
SRX6747955	22563381	653416	19738411	1463344	0	0	0	0	0	0	0	0	0	628865	78517	828	2.895913516	22563381	21100037	93.51	1463344	6.49	SRX6747955_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22563381	0	20-75	53	12.44471806	73.45557423	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	22601485	8737789	22601485	1695111375	2283538	1673816506	1.256251909			0.2617	0.7255	0.0129
SRX6747956	24039447	945081	20248130	1882760	0	0	0	0	0	0	0	0	0	857222	105317	937	3.931375792	24039447	22156687	92.17	1882760	7.83	SRX6747956_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24039447	0	20-75	53	14.72476977	73.51572821	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	24071643	9063903	24071643	1805373225	2597559	1784551158	1.15333864			0.3055	0.6799	0.0146
SRX6747957	29772620	833176	25412873	2513152	0	0	0	0	0	0	0	0	0	904100	108574	745	2.798463823	29772620	27259468	91.56	2513152	8.44	SRX6747957_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29772620	0	20-75	53	13.37349372	73.46437304	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	29823005	11751354	29823005	2236725375	3301762	2208572296	1.258673922			0.3004	0.6868	0.0128
SRX6747958	24837421	585658	21402144	2029241	0	0	0	0	0	0	0	0	0	741331	78515	532	2.357966232	24837421	22808180	91.83	2029241	8.17	SRX6747958_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24837421	0	20-75	53	12.87342833	73.41302183	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	24884142	10143642	24884142	1866310650	2712806	1841246118	1.342998927			0.2751	0.7132	0.0118
SRX681635	23685424	120040	11668124	317299	0	0	0	0	8464	0	0	0	0	11562924	8279	294	0.506809589	23685424	23368125	98.66	317299	1.34	SRX681635_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23685424	0	20-101	53	2.314219726	99.16292265	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	23831648	7525413	23831648	2406996448	44456720	2349946126	2.370187212	0.5044	0.0028	0.4928		
SRX681836	23584105	109992	11773618	311890	0	0	0	0	8880	0	0	0	0	11371774	7693	258	0.466381913	23584105	23272215	98.68	311890	1.32	SRX681836_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23584105	0	20-101	53	2.868978918	98.47283185	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	23726148	7712689	23726148	2396340948	16421716	2367157159	1.217847945	0.5088	0.003	0.4882		
SRX681837	26196642	124114	12945761	345231	0	0	0	0	10901	0	0	0	0	12761328	8957	350	0.47377828	26196642	25851411	98.68	345231	1.32	SRX681837_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26196642	0	20-101	53	2.881776622	98.26909861	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	26400444	8372595	26400444	2666444844	58519326	2594039999	2.715407565	0.5063	0.0027	0.491		
SRX682369	21776329	125472	10713307	307646	0	0	0	0	6920	0	0	0	0	10613530	9142	312	0.57618527	21776329	21468683	98.59	307646	1.41	SRX682369_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21776329	0	20-101	53	2.498482396	99.05137216	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	21967639	6932737	21967639	2218731539	53114527	2154324856	2.90286057	0.5078	0.0031	0.4891		
SRX682370	21701191	111989	10717350	306642	0	0	0	0	5814	0	0	0	0	10551311	7851	234	0.516050018	21701191	21394549	98.59	306642	1.41	SRX682370_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21701191	0	20-101	53	3.068309536	98.48112825	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	21835385	6935161	21835385	2205373885	40733669	2153486741	2.352759519	0.5077	0.0029	0.4894		
SRX682371	23107274	121981	11394429	333018	0	0	0	0	13636	0	0	0	0	11232219	11326	665	0.527890049	23107274	22774256	98.56	333018	1.44	SRX682371_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23107274	0	20-101	53	3.239407323	98.23087933	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	23289806	7550350	23289806	2352270406	19011691	2320677423	1.343084661	0.5073	0.0032	0.4895		
SRX6853208	55940910	28304574	341666	19703066	0	0	0	0	0	0	0	0	0	6764748	800225	26631	50.5972713	55940910	36237844	64.78	19703066	35.22	SRX6853208_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55940910	0	20-50	63	17.98774846	49.60465366	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	57002236	13337637	57002236	2850111800	5367569	2774949671	2.637164233			0.6202	0.0722	0.3076
SRX6853209	17612307	8391905	66803	6456683	0	0	0	0	0	0	0	0	0	2433260	255764	7892	47.64796003	17612307	11155624	63.34	6456683	36.66	SRX6853209_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17612307	0	20-50	63	33.77694726	49.60962388	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	17876159	4135623	17876159	893807950	1812939	873746267	2.244518299			0.5879	0.0937	0.3184
SRX6853210	15635534	7804105	27955	5410136	0	0	0	0	0	0	0	0	0	2144282	242178	6878	49.91262211	15635534	10225398	65.4	5410136	34.6	SRX6853210_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15635534	0	20-50	63	30.62680059	49.60216645	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	15835602	3627049	15835602	791780100	1691198	775562150	2.04828967			0.5758	0.0935	0.3307
SRX6853211	24121261	12776238	93739	7974900	0	0	0	0	0	0	0	0	0	2839285	425743	11356	52.9667085	24121261	16146361	66.94	7974900	33.06	SRX6853211_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24121261	0	20-50	63	24.90255465	49.61021611	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	24484966	5700032	24484966	1224248300	2134387	1196669867	2.252682973			0.6035	0.0775	0.319
SRX6853212	19451628	15425418	130099	327200	0	0	0	0	0	0	0	0	0	3081138	475486	12287	79.30142402	19451628	19124428	98.32	327200	1.68	SRX6853212_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19451628	0	20-50	63	23.84823228	49.61139417	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	19802528	4665203	19802528	990126400	2046854	965030843	2.53458114			0.5741	0.0738	0.3521
SRX6853213	12805641	10450666	28892	169720	0	0	0	0	0	0	0	0	0	1815732	332394	8237	81.6098624	12805641	12635921	98.67	169720	1.33	SRX6853213_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12805641	0	20-50	63	27.3726662	49.60841289	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	13147731	3197261	13147731	657386550	1201826	635272421	3.363946068			0.6117	0.0635	0.3249
SRX6853214	17103285	13931907	51671	196811	0	0	0	0	0	0	0	0	0	2479480	432503	10913	81.45749194	17103285	16906474	98.85	196811	1.15	SRX6853214_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17103285	0	20-50	63	25.22610473	49.61308924	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	17251671	3924758	17251671	862583550	1654620	848554622	1.62638483			0.5882	0.0669	0.345
SRX6853215	20286342	15991450	110846	293237	0	0	0	0	0	0	0	0	0	3364755	513924	12130	78.8286523	20286342	19993105	98.55	293237	1.45	SRX6853215_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20286342	0	20-50	63	23.28778873	49.60956983	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	20646775	4847679	20646775	1032338750	2822834	1006406764	2.511964798			0.5795	0.0762	0.3443
SRX6874325	4140579	2828545	97680	343026	0	0	0	0	0	0	0	0	0	652219	216730	2379	68.31278911	4140579	3797553	91.72	343026	8.28	SRX6874325_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4140579	0	20-100	60	31.3368297	96.05445567	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	4145814	1376088	4145814	414581400	838512	398700541	3.830576818			0.6078	0.063	0.3292
SRX6874326	7349634	4320266	431997	921390	0	0	0	0	0	0	0	0	0	1330051	341788	4142	58.78205636	7349634	6428244	87.46	921390	12.54	SRX6874326_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7349634	0	20-100	59	26.07497919	94.40224561	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	7365909	2746310	7365909	736590900	1534239	695693023	5.552319069			0.6013	0.0775	0.3213
SRX6874327	12109954	7298639	550518	1289832	0	0	0	0	0	0	0	0	0	2379000	584846	7119	60.26974999	12109954	10820122	89.35	1289832	10.65	SRX6874327_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12109954	0	20-100	60	23.29346596	93.69626672	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	12152929	4681211	12152929	1215292900	2895057	1137812992	6.375410241			0.5943	0.0807	0.325
SRX6874328	12002237	3125431	2907322	4755172	0	0	0	0	0	0	0	0	0	977442	234199	2671	26.04040397	12002237	7247065	60.38	4755172	39.62	SRX6874328_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12002237	0	20-100	56	11.30456891	98.99786248	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	12010462	3526270	12010462	1201046200	2513567	1190973980	0.838620529			0.721	0.0404	0.2386
SRX6874329	12183381	1423927	2661911	7273273	0	0	0	0	0	0	0	0	0	703524	119159	1587	11.68745359	12183381	4910108	40.3	7273273	59.7	SRX6874329_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12183381	0	20-100	55	8.133564687	98.80664916	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12192405	3918078	12192405	1219240500	2528128	1206814439	1.019164062			0.7905	0.0318	0.1777
SRX6874330	4746467	3088590	37035	458254	0	0	0	0	0	0	0	0	0	939065	221078	2445	65.07134675	4746467	4288213	90.35	458254	9.65	SRX6874330_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4746467	0	20-100	60	29.39224455	96.09268115	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	4752971	1529559	4752971	475297100	879908	457179697	3.811805921			0.5919	0.0744	0.3337
SRX6874331	12941635	6990717	550582	1705064	0	0	0	0	0	0	0	0	0	3141998	547091	6183	54.01726289	12941635	11236571	86.82	1705064	13.18	SRX6874331_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12941635	0	20-100	59	23.52563411	92.46252533	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	13012110	5309156	13012110	1301211000	3584507	1200078520	7.772181453			0.5762	0.0995	0.3242
SRX6874332	5917711	2303468	1030552	1328758	0	0	0	0	0	0	0	0	0	1074943	178015	1975	38.92498299	5917711	4588953	77.55	1328758	22.45	SRX6874332_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5917711	0	20-100	57	25.48383177	92.78685289	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	5956880	2529619	5956880	595688000	1619360	550738318	7.545843126			0.6224	0.0886	0.2889
SRX6874333	11627190	2100023	3218567	5260802	0	0	0	0	0	0	0	0	0	900982	145236	1580	18.06131146	11627190	6366388	54.75	5260802	45.25	SRX6874333_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11627190	0	20-100	55	9.535238274	99.0196732	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	11634525	3382880	11634525	1163452500	2282832	1153983799	0.813845086			0.7562	0.0387	0.2051
SRX6874334	9638304	1466333	2149674	5233617	0	0	0	0	0	0	0	0	0	677092	110482	1106	15.21359982	9638304	4404687	45.7	5233617	54.3	SRX6874334_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9638304	0	20-100	55	10.16258094	98.73131289	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	9645442	3019270	9645442	964544200	2075174	953931946	1.100235116			0.7577	0.0403	0.2021
SRX6923921	1332552	742508	288416	69348	0	0	0	0	18253	0	0	0	0	159673	54200	154	55.72075236	1332552	1263204	94.8	69348	5.2	SRX6923921_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1332552	0	20-38	60	22.49347692	37.52441105	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	1386537	390489	1386537	52688406	152855	50520337	4.114888198	0.0459	0.3586	0.5955		
SRX6923929	15237269	1120558	12799140	372049	0	0	0	0	255894	0	0	0	0	474078	212276	3274	7.354060626	15237269	14865220	97.56	372049	2.44	SRX6923929_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15237269	0	20-25	54	60.60450873	24.62958152	pass	pass		pass	fail	fail	pass	warn	warn	pass	pass	17678401	6144101	17678401	496052866	27258122	437728181	11.75775588	0.0999	0.5326	0.3675		
SRX6923930	20199481	1454513	16958260	504852	0	0	0	0	351677	0	0	0	0	636513	289398	4268	7.200744415	20199481	19694629	97.5	504852	2.5	SRX6923930_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20199481	0	20-25	54	81.44168234	24.64245685	pass	pass		pass	fail	fail	pass	warn	pass	pass	pass	22348392	7165300	22348392	626253918	33402930	569998021	8.982921365	0.1099	0.5261	0.364		
SRX6923932	16760843	1329376	13910884	400138	0	0	0	0	299150	0	0	0	0	549553	267770	3972	7.931438771	16760843	16360705	97.61	400138	2.39	SRX6923932_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16760843	0	20-25	54	81.63955939	24.63444261	pass	pass		pass	fail	fail	pass	warn	pass	pass	pass	18947994	4794279	18947994	473699850	10079528	444085731	6.251663158	0.1056	0.503	0.3914		
SRX6923933	12414760	802474	10830885	178236	0	0	0	0	200950	0	0	0	0	292340	107179	2696	6.463870425	12414760	12236524	98.56	178236	1.44	SRX6923933_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12414760	0	20-25	54	10.05386588	24.60756181	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	19638965	9966544	19638965	554665717	33490405	401515528	27.61125923	0.0927	0.437	0.4703		
SRX6923934	14093388	859732	12314983	204897	0	0	0	0	234300	0	0	0	0	363750	112931	2795	6.100250699	14093388	13888491	98.55	204897	1.45	SRX6923934_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14093388	0	20-32	53	19.96434815	27.28802237	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	16486850	5807187	16486850	461496127	27207497	404500986	12.35008003	0.1	0.4758	0.4242		
SRX6923935	17808908	1023620	15624230	255619	0	0	0	0	317365	0	0	0	0	450204	134667	3203	5.747797675	17808908	17553289	98.56	255619	1.44	SRX6923935_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17808908	0	20-25	54	16.6654656	24.61136067	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	25405800	10875146	25405800	635145000	12243141	482555690	24.02432673	0.0936	0.5051	0.4013		
SRX6923942	1261204	651448	303675	100138	0	0	0	0	13917	0	0	0	0	137207	54630	189	51.65286504	1261204	1161066	92.06	100138	7.94	SRX6923942_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1261204	0	20-38	60	23.82179818	37.51088959	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	1312359	378294	1312359	49869642	158885	47809222	4.131611773	0.0593	0.283	0.6577		
SRX6923943	1953538	871746	584394	183739	0	0	0	0	31285	0	0	0	0	208523	73631	220	44.6239592	1953538	1769799	90.59	183739	9.41	SRX6923943_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1953538	0	20-37	57	27.97468684	32.71236034	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2035993	556330	2035993	67775848	790533	64800979	4.389275956	0.0806	0.3836	0.5359		
SRX6923944	1704338	745601	563447	142932	0	0	0	0	25406	0	0	0	0	165954	60713	285	43.74724967	1704338	1561406	91.61	142932	8.39	SRX6923944_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1704338	0	20-38	59	21.93608271	37.48133704	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	1786867	522053	1786867	67900946	258530	64682783	4.73949656	0.0607	0.3323	0.6071		
SRX6923945	1291147	700180	323402	70061	0	0	0	0	15799	0	0	0	0	134305	47272	128	54.22930154	1291147	1221086	94.57	70061	5.43	SRX6923945_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1291147	0	20-37	58	28.6499924	32.6853356	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	1476396	494126	1476396	49172208	596214	44014350	10.48937644	0.041	0.3134	0.6456		
SRX6923946	1952253	1092368	407605	105150	0	0	0	0	23874	0	0	0	0	243467	79467	322	55.95422315	1952253	1847103	94.61	105150	5.39	SRX6923946_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1952253	0	20-37	58	28.69924284	32.64602283	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2066459	607014	2066459	78525442	228302	74147359	5.575368808	0.0662	0.4916	0.4423		
SRX6976948	6060831	3983925	291	242969	0	0	0	0	214	0	0	0	0	1605634	217369	10429	65.73232284	6060831	5817862	95.99	242969	4.01	SRX6976948_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6060831	0	18-100	62	34.25139321	99.34515547	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6062864	2346180	6062864	606286400	924224	602078129	0.694106119	0.2275	0.2274	0.5451		
SRX6976949	5911185	3806865	329	244015	0	0	0	0	261	0	0	0	0	1638603	209623	11489	64.40104649	5911185	5667170	95.87	244015	4.13	SRX6976949_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5911185	0	18-100	62	33.83731952	99.34350524	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5913499	2269268	5913499	591349900	1096522	587088763	0.720577952	0.225	0.2263	0.5488		
SRX6976950	6150557	3802373	318	260665	0	0	0	0	220	0	0	0	0	1864789	211739	10453	61.82160412	6150557	5889892	95.76	260665	4.24	SRX6976950_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6150557	0	18-100	61	31.88273199	99.33779721	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	6152871	1769645	6152871	615287100	171056	612596846	0.43723556	0.2213	0.2197	0.559		
SRX6976951	6030421	3887089	315	234600	0	0	0	0	143	0	0	0	0	1684407	212866	11001	64.45800384	6030421	5795821	96.11	234600	3.89	SRX6976951_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6030421	0	18-100	62	33.81261966	99.34261903	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6032393	1711648	6032393	603239300	167792	600596995	0.438019373	0.2261	0.226	0.5479		
SRX6976952	6074343	3819174	362	239453	0	0	0	0	121	0	0	0	0	1788491	217409	9333	62.87386142	6074343	5834890	96.06	239453	3.94	SRX6976952_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6074343	0	18-100	61	35.89574954	98.9886745	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass	6076548	2326008	6076548	607654800	1072799	603328584	0.711952905	0.2275	0.2287	0.5438		
SRX6976953	5806065	3715061	287	225292	0	0	0	0	189	0	0	0	0	1646952	207388	10896	63.9858665	5806065	5580773	96.12	225292	3.88	SRX6976953_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5806065	0	18-100	62	36.80718273	99.00788055	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5808171	1646700	5808171	580817100	162181	578274324	0.437792896	0.2277	0.2269	0.5454		
SRX6981188	75734378	740563	1262	74562667	0	0	0	0	0	0	0	0	0	386603	42913	370	0.977842586	75734378	1171711	1.55	74562667	98.45	SRX6981188_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	75734378	0	20-75	42	66.90568942	73.26826396	pass	pass		pass	fail	warn	pass	warn	warn	warn	pass	75738764	29921829	75738764	5680407300	16783301	5598606062	1.440059377			0.6303	0.0779	0.2918
SRX6981189	73123426	503567	907	72119817	0	0	0	0	0	0	0	0	0	467673	31205	257	0.688653456	73123426	1003609	1.37	72119817	98.63	SRX6981189_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	73123426	0	20-75	43	66.54336632	73.30358044	pass	pass		pass	fail	fail	pass	warn	warn	pass	pass	73127050	28542485	73127050	5484528750	15850694	5408367847	1.3886499			0.6299	0.0987	0.2713
SRX6981195	35597391	401580	87825	34816936	0	0	0	0	0	0	0	0	0	282160	8600	290	1.128116384	35597391	780455	2.19	34816936	97.81	SRX6981195_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35597391	0	20-77	46	7.880257041	42.42289751	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	57860134	57158024	57860134	4431658060	11462680	1742343904	60.68415296			0.424	0.3251	0.251
SRX6981196	75137742	2554219	2957	71280515	0	0	0	0	0	0	0	0	0	1153760	145074	1217	3.399382164	75137742	3857227	5.13	71280515	94.87	SRX6981196_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	75137742	0	20-75	41	47.70106626	73.36255202	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	75150861	28636347	75150861	5636314575	13822133	5562070290	1.31724878			0.6436	0.0674	0.289
SRX6981197	71823241	2149340	2325	68827763	0	0	0	0	0	0	0	0	0	718663	124157	993	2.992541091	71823241	2995478	4.17	68827763	95.83	SRX6981197_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	71823241	0	20-75	42	60.29316774	73.26774661	pass	pass		pass	fail	fail	pass	warn	warn	pass	pass	71827281	27780970	71827281	5387046075	15120278	5309808599	1.433763048			0.6363	0.0616	0.3021
SRX7058492	28145155	20474172	59709	1319240	0	0	0	0	0	0	0	0	0	4216239	2055090	20705	72.74492537	28145155	26825915	95.31	1319240	4.69	SRX7058492_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28145155	0	20-151	60	8.408161835	125.3851166	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	28485552	20287091	28485552	4301318352	46810562	3530573819	17.91879768			0.546	0.4098	0.0442
SRX7058493	28391935	20619077	61461	1374127	0	0	0	0	0	0	0	0	0	4244634	2072148	20488	72.6230072	28391935	27017808	95.16	1374127	4.84	SRX7058493_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28391935	0	20-151	60	8.377874329	125.3338852	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	28740287	20475841	28740287	4339783337	48183124	3560096294	17.96603615			0.5463	0.4086	0.0451
SRX7058494	25022084	17503848	57544	1178162	0	0	0	0	0	0	0	0	0	4955518	1308313	18699	69.95359779	25022084	23843922	95.29	1178162	4.71	SRX7058494_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25022084	0	20-151	60	11.36336353	133.7499528	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	25048773	15814815	25048773	3782364723	11030040	3345823589	11.54148703			0.5582	0.4029	0.0389
SRX7058495	25167897	17582122	58261	1224157	0	0	0	0	0	0	0	0	0	4973593	1311401	18363	69.85932118	25167897	23943740	95.14	1224157	4.86	SRX7058495_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25167897	0	20-151	60	11.43229502	133.71261	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	25194998	15919801	25194998	3804444698	11223943	3364373725	11.56728532			0.5573	0.4041	0.0387
SRX7058496	27579192	20275169	14756	1983384	0	0	0	0	0	0	0	0	0	3792389	1496263	17231	73.51618205	27579192	25595808	92.81	1983384	7.19	SRX7058496_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27579192	0	20-151	60	12.48398698	129.5347677	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	27618458	19062961	27618458	4170387158	15384535	3571808642	14.35306827			0.5555	0.41	0.0345
SRX7058497	27790537	20390201	15053	2039733	0	0	0	0	0	0	0	0	0	3822620	1505147	17783	73.37102194	27790537	25750804	92.66	2039733	7.34	SRX7058497_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27790537	0	20-151	60	12.58456748	129.5021992	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	27830618	19214936	27830618	4202423318	15694139	3598271728	14.37626684			0.5578	0.4083	0.0338
SRX7058498	23916237	17630184	27925	1277197	0	0	0	0	0	0	0	0	0	3300045	1662988	17898	73.71637938	23916237	22639040	94.66	1277197	5.34	SRX7058498_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23916237	0	20-151	60	14.80483201	114.9740956	pass	pass		pass	warn	pass	pass	warn	fail	fail	pass	24003948	19760392	24003948	3624596148	32859574	2750661251	24.11123505			0.5426	0.4115	0.0459
SRX7058499	24103042	17745206	28421	1318953	0	0	0	0	0	0	0	0	0	3321148	1671127	18187	73.62226726	24103042	22784089	94.53	1318953	5.47	SRX7058499_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24103042	0	20-151	60	14.97715764	114.9280397	pass	pass		pass	warn	pass	pass	warn	fail	fail	pass	24192387	19924006	24192387	3653050437	33655465	2771042202	24.1444308			0.5442	0.4103	0.0455
